episode,scenario_id,scenario_type,epsilon,episode_reward,episode_length,done_reason,success
568,5,maze,0.752713,-503.0,450,timeout,0
569,6,maze,0.752337,-208.9,363,goal2,1
570,5,maze,0.751961,104.2,46,goal,1
571,6,maze,0.751585,21.5,135,goal,1
572,1,maze,0.751209,-55.8,186,goal,1
573,2,maze,0.750833,112.3,39,goal2,1
574,1,maze,0.750458,64.0,80,goal,1
575,6,maze,0.750083,-43.5,165,goal2,1
576,5,maze,0.749708,58.8,84,goal2,1
577,0,maze,0.749333,38.1,113,goal2,1
578,3,maze,0.748958,87.2,56,goal2,1
579,6,maze,0.748584,31.7,121,goal2,1
580,0,maze,0.748209,72.1,73,goal,1
581,6,maze,0.747835,4.8,204,goal2,1
582,3,maze,0.747461,28.9,117,goal2,1
583,1,maze,0.747088,110.3,39,goal,1
584,1,maze,0.746714,77.8,74,goal,1
585,6,maze,0.746341,-22.5,155,goal2,1
586,3,maze,0.745967,96.1,53,goal2,1
587,2,maze,0.745594,131.9,27,goal,1
588,2,maze,0.745222,114.7,31,goal2,1
589,6,maze,0.744849,105.0,50,goal2,1
590,6,maze,0.744477,-25.1,177,goal2,1
591,6,maze,0.744104,97.5,55,goal,1
592,1,maze,0.743732,-22.4,168,goal2,1
593,1,maze,0.743361,81.1,63,goal2,1
594,0,maze,0.742989,-31.6,192,goal,1
595,5,maze,0.742617,108.3,39,goal2,1
596,1,maze,0.742246,-465.0,450,timeout,0
597,3,maze,0.741875,102.5,45,goal2,1
598,2,maze,0.741504,102.3,59,goal,1
599,2,maze,0.741133,-4.5,155,goal2,1
600,6,maze,0.740763,41.7,121,goal2,1
601,0,maze,0.740392,5.1,143,goal,1
602,6,maze,0.740022,-373.0,450,timeout,0
603,2,maze,0.739652,-51.8,206,goal2,1
604,2,maze,0.739282,129.3,29,goal,1
605,5,maze,0.738913,82.3,79,goal,1
606,4,maze,0.738543,27.0,170,goal,1
607,3,maze,0.738174,100.9,57,goal2,1
608,5,maze,0.737805,123.9,27,goal,1
609,6,maze,0.737436,-397.0,450,timeout,0
610,4,maze,0.737067,41.4,162,goal2,1
611,2,maze,0.736699,82.7,71,goal2,1
612,0,maze,0.73633,119.4,42,goal,1
613,0,maze,0.735962,37.7,121,goal,1
614,2,maze,0.735594,77.6,68,goal2,1
615,1,maze,0.735226,131.4,22,goal2,1
616,4,maze,0.734859,89.9,67,goal2,1
617,2,maze,0.734491,-239.5,385,goal2,1
618,0,maze,0.734124,75.8,74,goal2,1
619,0,maze,0.733757,111.9,47,goal,1
620,4,maze,0.73339,102.1,73,goal2,1
621,3,maze,0.733023,93.5,55,goal2,1
622,2,maze,0.732657,26.2,106,goal,1
623,5,maze,0.732291,116.6,38,goal2,1
624,6,maze,0.731924,-124.8,396,goal2,1
625,2,maze,0.731558,116.0,40,goal,1
626,3,maze,0.731193,105.5,55,goal2,1
627,4,maze,0.730827,123.3,29,goal,1
628,4,maze,0.730462,111.9,47,goal,1
629,0,maze,0.730096,-39.5,185,goal,1
630,3,maze,0.729731,127.6,28,goal2,1
631,4,maze,0.729367,3.5,135,goal,1
632,1,maze,0.729002,-461.0,450,timeout,0
633,2,maze,0.728637,-25.7,159,goal,1
634,0,maze,0.728273,126.7,31,goal,1
635,5,maze,0.727909,62.3,99,goal2,1
636,3,maze,0.727545,-61.7,219,goal,1
637,0,maze,0.727181,-5.3,151,goal,1
638,4,maze,0.726818,91.6,68,goal,1
639,6,maze,0.726454,129.6,28,goal2,1
640,4,maze,0.726091,106.9,57,goal2,1
641,5,maze,0.725728,-57.0,210,goal2,1
642,5,maze,0.725365,118.6,38,goal2,1
643,5,maze,0.725002,95.7,61,goal2,1
644,5,maze,0.72464,126.8,24,goal,1
645,5,maze,0.724278,106.3,59,goal2,1
646,1,maze,0.723915,118.6,38,goal2,1
647,2,maze,0.723553,93.5,55,goal2,1
648,3,maze,0.723192,115.4,42,goal2,1
649,0,maze,0.72283,105.8,54,goal,1
650,5,maze,0.722469,104.7,51,goal2,1
651,2,maze,0.722107,95.3,49,goal,1
652,4,maze,0.721746,97.7,61,goal2,1
653,2,maze,0.721385,104.5,45,goal2,1
654,5,maze,0.721025,116.6,38,goal,1
655,6,maze,0.720664,55.2,116,goal2,1
656,0,maze,0.720304,-62.2,214,goal,1
657,5,maze,0.719944,97.3,49,goal2,1
658,2,maze,0.719584,34.0,120,goal,1
659,4,maze,0.719224,-167.5,305,goal,1
660,2,maze,0.718864,115.1,43,goal2,1
661,5,maze,0.718505,76.4,72,goal2,1
662,3,maze,0.718146,60.6,78,goal2,1
663,2,maze,0.717787,122.6,38,goal2,1
664,3,maze,0.717428,90.8,64,goal2,1
665,5,maze,0.717069,88.0,60,goal2,1
666,2,maze,0.716711,77.0,70,goal,1
667,4,maze,0.716352,77.1,103,goal2,1
668,1,maze,0.715994,119.9,47,goal,1
669,1,maze,0.715636,116.9,37,goal2,1
670,3,maze,0.715278,115.7,41,goal,1
671,5,maze,0.714921,30.1,113,goal2,1
672,3,maze,0.714563,97.3,49,goal2,1
673,5,maze,0.714206,113.0,30,goal,1
674,5,maze,0.713849,110.9,37,goal2,1
675,1,maze,0.713492,-501.0,450,timeout,0
676,4,maze,0.713135,-30.4,208,goal2,1
677,4,maze,0.712778,-96.2,274,goal,1
678,2,maze,0.712422,132.2,26,goal2,1
679,3,maze,0.712066,118.1,33,goal2,1
680,4,maze,0.71171,18.9,137,goal2,1
681,6,maze,0.711354,47.2,96,goal,1
682,0,maze,0.710998,68.1,93,goal,1
683,2,maze,0.710643,90.7,71,goal,1
684,2,maze,0.710287,133.9,27,goal,1
685,1,maze,0.709932,82.7,71,goal,1
686,3,maze,0.709577,117.1,43,goal,1
687,6,maze,0.709223,87.4,62,goal,1
688,4,maze,0.708868,102.7,51,goal2,1
689,4,maze,0.708514,50.8,124,goal2,1
690,5,maze,0.708159,38.0,100,goal2,1
691,2,maze,0.707805,60.7,91,goal2,1
692,3,maze,0.707451,87.4,62,goal,1
693,3,maze,0.707098,115.2,36,goal2,1
694,3,maze,0.706744,112.3,39,goal2,1
695,5,maze,0.706391,111.6,48,goal,1
696,1,maze,0.706037,-437.0,450,timeout,0
697,4,maze,0.705684,68.9,97,goal,1
698,3,maze,0.705332,99.3,49,goal,1
699,6,maze,0.704979,-82.3,221,goal2,1
700,6,maze,0.704626,-80.0,200,goal2,1
701,5,maze,0.704274,95.0,50,goal2,1
702,1,maze,0.703922,56.6,98,goal,1
703,5,maze,0.70357,117.9,27,goal,1
704,0,maze,0.703218,47.4,102,goal,1
705,2,maze,0.702867,123.9,27,goal2,1
706,4,maze,0.702515,99.7,61,goal,1
707,5,maze,0.702164,115.7,41,goal2,1
708,5,maze,0.701813,112.9,37,goal2,1
709,4,maze,0.701462,45.8,94,goal2,1
710,2,maze,0.701111,119.3,29,goal,1
711,0,maze,0.700761,85.5,75,goal2,1
712,6,maze,0.70041,73.5,115,goal2,1
713,6,maze,0.70006,113.9,47,goal2,1
714,1,maze,0.69971,97.9,67,goal2,1
715,5,maze,0.69936,95.4,62,goal2,1
716,2,maze,0.69901,105.4,42,goal2,1
717,1,maze,0.698661,92.9,57,goal2,1
718,6,maze,0.698312,60.9,117,goal2,1
719,1,maze,0.697962,98.5,45,goal,1
720,1,maze,0.697614,125.6,28,goal2,1
721,0,maze,0.697265,112.1,53,goal2,1
722,0,maze,0.696916,110.9,37,goal,1
723,1,maze,0.696568,-220.2,374,goal2,1
724,3,maze,0.696219,112.0,40,goal2,1
725,4,maze,0.695871,100.3,59,goal2,1
726,6,maze,0.695523,128.8,24,goal2,1
727,6,maze,0.695176,83.4,82,goal2,1
728,0,maze,0.694828,86.3,79,goal,1
729,3,maze,0.694481,76.2,86,goal,1
730,3,maze,0.694133,104.1,53,goal2,1
731,5,maze,0.693786,81.3,69,goal,1
732,4,maze,0.693439,98.6,58,goal2,1
733,1,maze,0.693093,80.3,79,goal2,1
734,5,maze,0.692746,122.1,33,goal2,1
735,5,maze,0.6924,82.2,66,goal2,1
736,3,maze,0.692053,-12.1,167,goal,1
737,3,maze,0.691707,99.6,48,goal,1
738,3,maze,0.691362,72.1,73,goal2,1
739,1,maze,0.691016,94.9,77,goal,1
740,1,maze,0.69067,55.8,94,goal,1
741,5,maze,0.690325,78.5,65,goal2,1
742,5,maze,0.68998,111.8,34,goal2,1
743,0,maze,0.689635,73.5,75,goal,1
744,6,maze,0.68929,123.3,29,goal2,1
745,6,maze,0.688945,-90.9,323,goal2,1
746,6,maze,0.688601,23.6,128,goal2,1
747,0,maze,0.688257,69.0,70,goal,1
748,6,maze,0.687913,51.7,101,goal,1
749,3,maze,0.687569,92.5,65,goal,1
750,1,maze,0.687225,111.1,43,goal2,1
751,1,maze,0.686881,-0.4,148,goal,1
752,6,maze,0.686538,46.7,111,goal2,1
753,5,maze,0.686195,88.0,60,goal2,1
754,4,maze,0.685851,63.0,110,goal2,1
755,3,maze,0.685508,87.0,90,goal,1
756,0,maze,0.685166,51.1,103,goal2,1
757,4,maze,0.684823,96.8,64,goal,1
758,1,maze,0.684481,82.4,72,goal2,1
759,6,maze,0.684138,-99.4,218,goal2,1
760,0,maze,0.683796,69.6,88,goal,1
761,3,maze,0.683455,83.7,81,goal,1
762,1,maze,0.683113,36.5,125,goal,1
763,6,maze,0.682771,125.6,28,goal,1
764,3,maze,0.68243,-51.2,204,goal,1
765,5,maze,0.682089,131.3,29,goal2,1
766,4,maze,0.681748,59.3,129,goal2,1
767,4,maze,0.681407,115.8,54,goal,1
768,4,maze,0.681066,79.8,74,goal,1
769,2,maze,0.680725,104.2,46,goal2,1
770,6,maze,0.680385,99.4,62,goal2,1
771,3,maze,0.680045,114.1,33,goal2,1
772,4,maze,0.679705,80.6,78,goal2,1
773,6,maze,0.679365,94.5,65,goal2,1
774,5,maze,0.679025,133.4,22,goal2,1
775,4,maze,0.678686,109.5,55,goal2,1
776,3,maze,0.678347,134.8,24,goal2,1
777,6,maze,0.678007,105.6,48,goal2,1
778,4,maze,0.677668,60.2,106,goal2,1
779,3,maze,0.67733,-244.3,381,goal,1
780,1,maze,0.676991,86.8,64,goal,1
781,5,maze,0.676652,104.5,45,goal2,1
782,6,maze,0.676314,117.6,48,goal2,1
783,3,maze,0.675976,75.7,81,goal2,1
784,3,maze,0.675638,86.7,71,goal,1
785,2,maze,0.6753,88.0,60,goal2,1
786,6,maze,0.674962,74.6,98,goal2,1
787,1,maze,0.674625,92.3,79,goal2,1
788,6,maze,0.674288,100.4,52,goal2,1
789,5,maze,0.67395,116.1,33,goal2,1
790,2,maze,0.673613,92.2,66,goal,1
791,6,maze,0.673277,36.5,145,goal2,1
792,6,maze,0.67294,112.2,46,goal2,1
793,4,maze,0.672604,75.2,116,goal,1
794,3,maze,0.672267,56.9,77,goal2,1
795,5,maze,0.671931,97.0,50,goal2,1
796,1,maze,0.671595,114.6,38,goal2,1
797,2,maze,0.671259,101.0,50,goal,1
798,3,maze,0.670924,85.6,88,goal,1
799,0,maze,0.670588,112.3,39,goal,1
800,5,maze,0.670253,86.5,65,goal,1
801,2,maze,0.669918,104.2,46,goal2,1
802,1,maze,0.669583,-57.2,224,goal,1
803,2,maze,0.669248,140.9,17,goal,1
804,2,maze,0.668913,99.0,50,goal2,1
805,2,maze,0.668579,121.3,29,goal2,1
806,4,maze,0.668245,59.0,130,goal2,1
807,0,maze,0.667911,46.9,97,goal,1
808,1,maze,0.667577,120.9,37,goal,1
809,1,maze,0.667243,89.9,67,goal2,1
810,1,maze,0.666909,78.8,84,goal2,1
811,3,maze,0.666576,93.5,75,goal2,1
812,5,maze,0.666243,133.1,23,goal2,1
813,1,maze,0.665909,121.8,34,goal2,1
814,5,maze,0.665576,136.3,19,goal,1
815,1,maze,0.665244,108.3,39,goal2,1
816,0,maze,0.664911,39.7,121,goal2,1
817,3,maze,0.664579,117.7,41,goal2,1
818,3,maze,0.664246,58.3,99,goal,1
819,2,maze,0.663914,123.3,29,goal2,1
820,4,maze,0.663582,72.2,86,goal2,1
821,3,maze,0.66325,-82.3,241,goal,1
822,3,maze,0.662919,118.0,40,goal2,1
823,0,maze,0.662587,41.2,116,goal,1
824,1,maze,0.662256,116.8,44,goal2,1
825,6,maze,0.661925,110.9,37,goal,1
826,3,maze,0.661594,121.4,42,goal2,1
827,3,maze,0.661263,52.9,117,goal,1
828,6,maze,0.660933,130.4,32,goal,1
829,4,maze,0.660602,52.7,151,goal2,1
830,5,maze,0.660272,105.3,49,goal2,1
831,0,maze,0.659942,-91.8,266,goal,1
832,6,maze,0.659612,107.0,50,goal2,1
833,6,maze,0.659282,92.6,58,goal,1
834,4,maze,0.658952,116.6,58,goal,1
835,3,maze,0.658623,109.6,48,goal,1
836,3,maze,0.658293,117.2,36,goal,1
837,0,maze,0.657964,31.1,143,goal,1
838,2,maze,0.657635,112.1,53,goal2,1
839,2,maze,0.657306,122.7,31,goal,1
840,6,maze,0.656978,108.8,44,goal,1
841,3,maze,0.656649,86.8,64,goal,1
842,6,maze,0.656321,86.0,80,goal2,1
843,6,maze,0.655993,91.5,55,goal,1
844,3,maze,0.655665,95.4,62,goal,1
845,4,maze,0.655337,126.1,33,goal,1
846,5,maze,0.655009,113.9,47,goal,1
847,5,maze,0.654682,108.5,45,goal2,1
848,4,maze,0.654354,90.2,66,goal,1
849,6,maze,0.654027,-95.4,338,goal2,1
850,4,maze,0.6537,102.1,53,goal,1
851,1,maze,0.653373,-27.3,191,goal2,1
852,3,maze,0.653047,112.4,32,goal2,1
853,1,maze,0.65272,65.7,81,goal2,1
854,2,maze,0.652394,117.4,42,goal2,1
855,3,maze,0.652068,128.2,26,goal,1
856,3,maze,0.651742,48.2,106,goal2,1
857,0,maze,0.651416,110.6,38,goal2,1
858,3,maze,0.65109,72.2,86,goal,1
859,2,maze,0.650765,107.3,49,goal2,1
860,5,maze,0.650439,140.0,20,goal2,1
861,5,maze,0.650114,25.9,127,goal2,1
862,6,maze,0.649789,111.6,48,goal2,1
863,3,maze,0.649464,128.5,25,goal,1
864,5,maze,0.649139,106.9,37,goal,1
865,1,maze,0.648815,52.2,106,goal2,1
866,6,maze,0.64849,79.4,82,goal2,1
867,3,maze,0.648166,29.3,129,goal,1
868,1,maze,0.647842,101.5,55,goal,1
869,4,maze,0.647518,43.9,127,goal,1
870,4,maze,0.647194,121.3,29,goal,1
871,0,maze,0.646871,94.4,72,goal,1
872,3,maze,0.646547,97.8,54,goal,1
873,4,maze,0.646224,118.4,32,goal,1
874,4,maze,0.645901,89.5,75,goal,1
875,5,maze,0.645578,130.4,32,goal2,1
876,0,maze,0.645255,48.2,106,goal,1
877,0,maze,0.644932,70.7,91,goal,1
878,5,maze,0.64461,93.0,50,goal2,1
879,3,maze,0.644288,74.8,84,goal,1
880,1,maze,0.643966,121.8,34,goal,1
881,6,maze,0.643644,126.7,31,goal2,1
882,3,maze,0.643322,81.6,68,goal,1
883,1,maze,0.643,120.7,31,goal2,1
884,0,maze,0.642679,-122.2,254,goal,1
885,2,maze,0.642357,53.9,107,goal2,1
886,3,maze,0.642036,-4.6,182,goal2,1
887,2,maze,0.641715,118.5,45,goal2,1
888,1,maze,0.641394,101.0,50,goal,1
889,3,maze,0.641074,119.4,42,goal,1
890,2,maze,0.640753,122.4,32,goal2,1
891,2,maze,0.640433,104.2,46,goal2,1
892,6,maze,0.640112,98.0,60,goal2,1
893,3,maze,0.639792,103.0,50,goal2,1
894,2,maze,0.639472,113.4,42,goal2,1
895,6,maze,0.639153,122.6,38,goal2,1
896,6,maze,0.638833,39.5,135,goal2,1
897,3,maze,0.638514,93.9,67,goal2,1
898,2,maze,0.638194,127.9,27,goal2,1
899,6,maze,0.637875,-329.0,450,timeout,0
900,0,maze,0.637556,-165.0,370,goal,1
901,3,maze,0.637238,107.7,41,goal2,1
902,0,maze,0.636919,16.7,171,goal,1
903,5,maze,0.636601,120.6,38,goal,1
904,4,maze,0.636282,118.5,45,goal2,1
905,0,maze,0.635964,5.5,175,goal,1
906,2,maze,0.635646,96.7,51,goal,1
907,1,maze,0.635328,104.3,59,goal2,1
908,5,maze,0.635011,136.3,19,goal,1
909,0,maze,0.634693,127.5,35,goal,1
910,6,maze,0.634376,96.3,59,goal,1
911,5,maze,0.634059,123.3,29,goal,1
912,0,maze,0.633742,70.6,78,goal,1
913,6,maze,0.633425,59.8,134,goal2,1
914,0,maze,0.633108,9.8,154,goal,1
915,1,maze,0.632791,126.4,32,goal2,1
916,1,maze,0.632475,-40.8,196,goal,1
917,6,maze,0.632159,-16.4,228,goal2,1
918,0,maze,0.631843,47.6,108,goal,1
919,4,maze,0.631527,113.2,56,goal,1
920,1,maze,0.631211,27.6,128,goal,1
921,1,maze,0.630895,103.3,49,goal2,1
922,1,maze,0.63058,124.7,31,goal2,1
923,3,maze,0.630265,84.9,77,goal2,1
924,5,maze,0.62995,70.4,92,goal2,1
925,0,maze,0.629635,95.7,61,goal,1
926,4,maze,0.62932,-148.2,414,goal,1
927,1,maze,0.629005,0.1,153,goal,1
928,3,maze,0.628691,56.8,104,goal,1
929,5,maze,0.628376,116.3,39,goal2,1
930,2,maze,0.628062,124.9,37,goal2,1
931,6,maze,0.627748,77.7,81,goal2,1
932,2,maze,0.627434,130.7,31,goal2,1
933,1,maze,0.62712,99.0,50,goal2,1
934,4,maze,0.626807,51.9,127,goal,1
935,4,maze,0.626493,-20.6,242,goal,1
936,5,maze,0.62618,120.9,37,goal,1
937,5,maze,0.625867,119.5,35,goal2,1
938,0,maze,0.625554,-10.5,155,goal2,1
939,6,maze,0.625241,135.4,22,goal2,1
940,6,maze,0.624929,-86.8,276,goal2,1
941,1,maze,0.624616,86.5,65,goal,1
942,2,maze,0.624304,101.5,55,goal2,1
943,0,maze,0.623992,110.1,53,goal,1
944,4,maze,0.62368,-3.7,179,goal,1
945,0,maze,0.623368,67.7,81,goal,1
946,2,maze,0.623056,118.4,32,goal,1
947,4,maze,0.622745,133.7,21,goal,1
948,5,maze,0.622433,138.3,19,goal2,1
949,3,maze,0.622122,92.0,60,goal,1
950,3,maze,0.621811,111.9,47,goal2,1
951,5,maze,0.6215,109.2,56,goal2,1
952,1,maze,0.62119,50.1,113,goal2,1
953,0,maze,0.620879,25.0,130,goal,1
954,4,maze,0.620568,99.6,68,goal2,1
955,5,maze,0.620258,111.9,47,goal,1
956,6,maze,0.619948,95.3,69,goal,1
957,5,maze,0.619638,114.8,44,goal2,1
958,1,maze,0.619328,118.0,40,goal2,1
959,0,maze,0.619019,2.0,180,goal,1
960,5,maze,0.618709,133.7,21,goal,1
961,6,maze,0.6184,90.3,59,goal2,1
962,2,maze,0.618091,135.3,29,goal2,1
963,6,maze,0.617782,131.6,28,goal,1
964,5,maze,0.617473,114.6,38,goal,1
965,4,maze,0.617164,90.2,66,goal,1
966,6,maze,0.616855,111.0,50,goal2,1
967,0,maze,0.616547,134.3,19,goal2,1
968,6,maze,0.616239,67.7,101,goal,1
969,4,maze,0.61593,109.9,67,goal,1
970,6,maze,0.615623,-75.5,325,goal2,1
971,0,maze,0.615315,53.9,107,goal,1
972,2,maze,0.615007,130.2,26,goal2,1
973,4,maze,0.6147,57.8,114,goal2,1
974,3,maze,0.614392,112.9,37,goal,1
975,5,maze,0.614085,101.3,49,goal2,1
976,2,maze,0.613778,109.1,43,goal2,1
977,0,maze,0.613471,140.8,24,goal,1
978,4,maze,0.613164,100.7,51,goal,1
979,5,maze,0.612858,120.9,37,goal2,1
980,2,maze,0.612551,118.4,32,goal2,1
981,0,maze,0.612245,127.3,29,goal,1
982,6,maze,0.611939,-126.9,343,goal2,1
983,3,maze,0.611633,117.5,35,goal2,1
984,6,maze,0.611327,118.7,31,goal,1
985,3,maze,0.611021,108.8,44,goal2,1
986,0,maze,0.610716,107.5,55,goal,1
987,3,maze,0.610411,113.4,42,goal2,1
988,2,maze,0.610105,128.4,32,goal2,1
989,5,maze,0.6098,129.7,21,goal,1
990,6,maze,0.609495,121.4,42,goal2,1
991,3,maze,0.609191,105.3,49,goal2,1
992,5,maze,0.608886,112.2,46,goal2,1
993,1,maze,0.608582,108.8,44,goal2,1
994,3,maze,0.608277,107.8,34,goal2,1
995,1,maze,0.607973,103.2,56,goal2,1
996,5,maze,0.607669,112.0,40,goal2,1
997,4,maze,0.607365,39.0,170,goal2,1
998,5,maze,0.607062,102.4,52,goal2,1
999,2,maze,0.606758,122.1,33,goal2,1
1000,4,maze,0.606455,117.9,47,goal2,1
1001,6,maze,0.606152,105.6,48,goal,1
1002,4,maze,0.605849,77.0,110,goal,1
1003,6,maze,0.605546,113.0,50,goal2,1
1004,3,maze,0.605243,131.9,27,goal,1
1005,3,maze,0.60494,126.1,33,goal2,1
1006,3,maze,0.604638,132.2,26,goal2,1
1007,6,maze,0.604335,114.8,44,goal,1
1008,5,maze,0.604033,56.0,100,goal2,1
1009,4,maze,0.603731,119.8,34,goal,1
1010,2,maze,0.603429,72.6,98,goal2,1
1011,2,maze,0.603128,103.0,50,goal2,1
1012,6,maze,0.602826,124.5,25,goal2,1
1013,1,maze,0.602525,109.1,43,goal2,1
1014,6,maze,0.602223,111.7,41,goal,1
1015,0,maze,0.601922,118.0,40,goal,1
1016,2,maze,0.601621,73.0,70,goal2,1
1017,3,maze,0.601321,120.1,33,goal2,1
1018,1,maze,0.60102,123.9,47,goal,1
1019,6,maze,0.600719,89.6,88,goal2,1
1020,3,maze,0.600419,135.7,21,goal2,1
1021,4,maze,0.600119,-100.9,283,goal2,1
1022,4,maze,0.599819,132.1,33,goal2,1
1023,5,maze,0.599519,135.1,23,goal2,1
1024,3,maze,0.599219,21.4,162,goal2,1
1025,2,maze,0.598919,126.5,25,goal,1
1026,0,maze,0.59862,108.0,60,goal,1
1027,3,maze,0.598321,71.2,96,goal2,1
1028,6,maze,0.598022,120.0,40,goal,1
1029,2,maze,0.597723,136.5,25,goal,1
1030,1,maze,0.597424,53.9,127,goal,1
1031,3,maze,0.597125,67.2,96,goal,1
1032,1,maze,0.596826,129.0,30,goal2,1
1033,2,maze,0.596528,120.1,33,goal2,1
1034,6,maze,0.59623,99.8,54,goal2,1
1035,2,maze,0.595932,122.6,38,goal2,1
1036,2,maze,0.595634,129.3,29,goal2,1
1037,2,maze,0.595336,120.8,44,goal,1
1038,4,maze,0.595038,-48.1,267,goal2,1
1039,5,maze,0.594741,3.1,163,goal2,1
1040,2,maze,0.594443,132.5,25,goal2,1
1041,4,maze,0.594146,93.4,82,goal2,1
1042,0,maze,0.593849,83.8,74,goal,1
1043,4,maze,0.593552,111.7,41,goal2,1
1044,1,maze,0.593255,93.5,75,goal2,1
1045,0,maze,0.592959,72.8,84,goal,1
1046,1,maze,0.592662,103.6,48,goal,1
1047,5,maze,0.592366,129.6,28,goal,1
1048,3,maze,0.59207,114.0,40,goal,1
1049,3,maze,0.591774,118.1,33,goal2,1
1050,4,maze,0.591478,130.8,24,goal,1
1051,6,maze,0.591182,108.7,51,goal2,1
1052,1,maze,0.590886,125.2,36,goal2,1
1053,5,maze,0.590591,105.0,50,goal2,1
1054,3,maze,0.590296,114.7,51,goal,1
1055,5,maze,0.59,128.2,26,goal2,1
1056,5,maze,0.589705,126.4,32,goal,1
1057,3,maze,0.589411,131.3,29,goal2,1
1058,3,maze,0.589116,117.8,34,goal2,1
1059,6,maze,0.588821,116.0,60,goal2,1
1060,0,maze,0.588527,107.9,47,goal,1
1061,0,maze,0.588233,106.8,44,goal,1
1062,2,maze,0.587939,110.7,31,goal2,1
1063,1,maze,0.587645,111.1,43,goal,1
1064,3,maze,0.587351,131.1,23,goal2,1
1065,5,maze,0.587057,107.7,41,goal2,1
1066,1,maze,0.586764,91.9,67,goal,1
1067,2,maze,0.58647,119.2,36,goal2,1
1068,5,maze,0.586177,131.1,23,goal2,1
1069,4,maze,0.585884,115.7,61,goal2,1
1070,2,maze,0.585591,-389.0,450,timeout,0
1071,3,maze,0.585298,111.5,55,goal2,1
1072,4,maze,0.585005,116.1,53,goal2,1
1073,4,maze,0.584713,76.7,91,goal,1
1074,2,maze,0.584421,-60.8,236,goal,1
1075,3,maze,0.584128,113.6,48,goal2,1
1076,5,maze,0.583836,-37.5,205,goal2,1
1077,4,maze,0.583544,73.9,87,goal2,1
1078,2,maze,0.583253,84.6,58,goal2,1
1079,2,maze,0.582961,130.5,25,goal2,1
1080,5,maze,0.58267,104.2,46,goal2,1
1081,3,maze,0.582378,127.9,27,goal2,1
1082,2,maze,0.582087,100.7,51,goal2,1
1083,2,maze,0.581796,118.0,40,goal2,1
1084,2,maze,0.581505,78.4,92,goal2,1
1085,1,maze,0.581214,-160.2,354,goal,1
1086,0,maze,0.580924,87.8,74,goal,1
1087,5,maze,0.580633,112.3,39,goal2,1
1088,1,maze,0.580343,133.2,36,goal2,1
1089,2,maze,0.580053,110.6,38,goal2,1
1090,0,maze,0.579763,101.7,61,goal,1
1091,5,maze,0.579473,103.0,50,goal2,1
1092,4,maze,0.579183,117.5,55,goal2,1
1093,6,maze,0.578894,104.4,52,goal2,1
1094,5,maze,0.578604,131.4,22,goal2,1
1095,1,maze,0.578315,129.0,30,goal2,1
1096,1,maze,0.578026,105.5,55,goal2,1
1097,1,maze,0.577737,117.3,49,goal2,1
1098,5,maze,0.577448,123.6,28,goal,1
1099,3,maze,0.577159,108.5,45,goal2,1
1100,2,maze,0.57687,112.2,46,goal,1
1101,5,maze,0.576582,99.5,55,goal2,1
1102,4,maze,0.576294,116.8,44,goal2,1
1103,6,maze,0.576006,122.2,26,goal2,1
1104,4,maze,0.575718,86.6,78,goal2,1
1105,4,maze,0.57543,34.6,178,goal2,1
1106,2,maze,0.575142,92.9,57,goal,1
1107,0,maze,0.574854,89.5,75,goal,1
1108,6,maze,0.574567,95.2,76,goal2,1
1109,1,maze,0.57428,117.2,36,goal,1
1110,2,maze,0.573993,125.6,28,goal2,1
1111,1,maze,0.573706,143.5,15,goal2,1
1112,2,maze,0.573419,131.4,22,goal2,1
1113,1,maze,0.573132,120.7,31,goal2,1
1114,2,maze,0.572845,125.8,34,goal2,1
1115,0,maze,0.572559,102.3,59,goal,1
1116,5,maze,0.572273,132.2,26,goal2,1
1117,4,maze,0.571987,126.4,32,goal2,1
1118,1,maze,0.571701,130.2,26,goal2,1
1119,2,maze,0.571415,122.0,40,goal,1
1120,0,maze,0.571129,120.7,31,goal,1
1121,0,maze,0.570844,107.5,55,goal2,1
1122,4,maze,0.570558,120.9,37,goal2,1
1123,2,maze,0.570273,137.1,23,goal2,1
1124,5,maze,0.569988,127.3,29,goal2,1
1125,1,maze,0.569703,82.5,85,goal,1
1126,5,maze,0.569418,110.3,39,goal2,1
1127,6,maze,0.569133,127.0,30,goal2,1
1128,6,maze,0.568849,129.2,36,goal,1
1129,3,maze,0.568564,112.6,38,goal2,1
1130,0,maze,0.56828,107.4,62,goal,1
1131,6,maze,0.567996,120.5,45,goal2,1
1132,0,maze,0.567712,88.2,86,goal,1
1133,4,maze,0.567428,99.0,70,goal2,1
1134,2,maze,0.567144,118.6,38,goal2,1
1135,3,maze,0.566861,124.4,32,goal2,1
1136,3,maze,0.566577,94.1,73,goal,1
1137,3,maze,0.566294,127.4,22,goal2,1
1138,2,maze,0.566011,126.5,25,goal,1
1139,1,maze,0.565728,58.1,113,goal,1
1140,0,maze,0.565445,117.3,49,goal,1
1141,2,maze,0.565162,114.5,45,goal2,1
1142,6,maze,0.56488,98.4,72,goal2,1
1143,3,maze,0.564597,120.9,37,goal2,1
1144,0,maze,0.564315,106.1,53,goal,1
1145,6,maze,0.564033,119.4,42,goal2,1
1146,0,maze,0.563751,102.6,58,goal,1
1147,3,maze,0.563469,123.5,35,goal2,1
1148,3,maze,0.563187,131.4,22,goal2,1
1149,0,maze,0.562905,103.0,50,goal,1
